# time(s), pre_rot_eig1, pre_rot_eig2, pre_rot_eig3, pre_trans_eig1, pre_trans_eig2, pre_trans_eig3, post_rot_eig1, post_rot_eig2, post_rot_eig3, post_trans_eig1, post_trans_eig2, post_trans_eig3, level_avg_total_rows[L3], level_avg_total_rows[L2], level_avg_total_rows[L1], level_avg_total_rows[L0]
0.000000000, 0.010000000, 0.010000000, 0.010000000, 0.010000000, 0.010000000, 0.010000000, 0.010000000, 0.010000000, 0.010000000, 0.010000000, 0.010000000, 0.010000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000
0.000000000, 0.010000000, 0.010000000, 0.010000000, 0.010000000, 0.010000000, 0.010000000, 0.010000000, 0.010000000, 0.010000000, 0.010000000, 0.010000000, 0.010000000, 0.000000000, 0.000000000, 0.000000000, 0.000000000
0.255397797, 0.000000730, 0.000008658, 0.000010272, 0.000011698, 0.000016907, 0.000034723, 0.000000730, 0.000008658, 0.000010272, 0.000011698, 0.000016907, 0.000034723, 0.000000000, 0.000000000, 0.000000000, 0.000000000
0.305395842, 0.000000781, 0.000003407, 0.000005471, 0.000009991, 0.000011625, 0.000017073, 0.000000395, 0.000003364, 0.000004367, 0.000009172, 0.000011445, 0.000015674, 256.000000000, 256.000000000, 256.000000000, 256.000000000
0.355393648, 0.000000421, 0.000001933, 0.000002294, 0.000007414, 0.000010588, 0.000015613, 0.000000188, 0.000001121, 0.000001335, 0.000000582, 0.000001429, 0.000008969, 1344.000000000, 1344.000000000, 1344.000000000, 1344.000000000
0.455389977, 0.000000119, 0.000000278, 0.000000712, 0.000002432, 0.000003032, 0.000004834, 0.000000065, 0.000000208, 0.000000302, 0.000000357, 0.000000451, 0.000001259, 3008.000000000, 3008.000000000, 3008.000000000, 3008.000000000
0.505388021, 0.000000264, 0.000000435, 0.000001147, 0.000000896, 0.000001094, 0.000001958, 0.000000137, 0.000000338, 0.000000577, 0.000000400, 0.000000539, 0.000001382, 2048.000000000, 2048.000000000, 2048.000000000, 2048.000000000
0.555386066, 0.000000080, 0.000000083, 0.000000145, 0.000000906, 0.000001143, 0.000001981, 0.000000057, 0.000000073, 0.000000129, 0.000000298, 0.000000529, 0.000001486, 2304.000000000, 2304.000000000, 2304.000000000, 2304.000000000
0.655381918, 0.000000033, 0.000000044, 0.000000075, 0.000000882, 0.000001206, 0.000001430, 0.000000028, 0.000000039, 0.000000060, 0.000000178, 0.000000324, 0.000000601, 4672.000000000, 4672.000000000, 4672.000000000, 4672.000000000
0.755378246, 0.000000012, 0.000000015, 0.000000038, 0.000000596, 0.000000800, 0.000001007, 0.000000011, 0.000000014, 0.000000036, 0.000000252, 0.000000404, 0.000000623, 3008.000000000, 3008.000000000, 3008.000000000, 3008.000000000
0.805376053, 0.000000022, 0.000000027, 0.000000146, 0.000000611, 0.000000811, 0.000000942, 0.000000021, 0.000000025, 0.000000124, 0.000000285, 0.000000399, 0.000000789, 3136.000000000, 3136.000000000, 3136.000000000, 3136.000000000
0.855374098, 0.000000012, 0.000000024, 0.000000033, 0.000000625, 0.000000804, 0.000000931, 0.000000011, 0.000000022, 0.000000027, 0.000000254, 0.000000349, 0.000000763, 3136.000000000, 3136.000000000, 3136.000000000, 3136.000000000
0.905372143, 0.000000015, 0.000000018, 0.000000100, 0.000000636, 0.000000755, 0.000001022, 0.000000014, 0.000000017, 0.000000089, 0.000000322, 0.000000402, 0.000000828, 3200.000000000, 3200.000000000, 3200.000000000, 3200.000000000
0.955370188, 0.000000011, 0.000000017, 0.000000026, 0.000000625, 0.000000791, 0.000000834, 0.000000010, 0.000000016, 0.000000022, 0.000000304, 0.000000393, 0.000000694, 3264.000000000, 3264.000000000, 3264.000000000, 3264.000000000
1.005368233, 0.000000009, 0.000000013, 0.000000050, 0.000000681, 0.000000769, 0.000000925, 0.000000009, 0.000000012, 0.000000047, 0.000000328, 0.000000413, 0.000000778, 3072.000000000, 3072.000000000, 3072.000000000, 3072.000000000
1.055366278, 0.000000009, 0.000000014, 0.000000023, 0.000000607, 0.000000748, 0.000000770, 0.000000008, 0.000000013, 0.000000020, 0.000000323, 0.000000405, 0.000000656, 3136.000000000, 3136.000000000, 3136.000000000, 3136.000000000
1.180361509, 0.000000003, 0.000000005, 0.000000009, 0.000000415, 0.000000575, 0.000000878, 0.000000003, 0.000000005, 0.000000008, 0.000000262, 0.000000357, 0.000000469, 4416.000000000, 4416.000000000, 4416.000000000, 4416.000000000
1.255358458, 0.000000007, 0.000000010, 0.000000015, 0.000000462, 0.000000639, 0.000000840, 0.000000006, 0.000000010, 0.000000015, 0.000000312, 0.000000464, 0.000000526, 2816.000000000, 2816.000000000, 2816.000000000, 2816.000000000
1.305356503, 0.000000006, 0.000000010, 0.000000037, 0.000000648, 0.000000784, 0.000000856, 0.000000006, 0.000000009, 0.000000036, 0.000000308, 0.000000470, 0.000000669, 3200.000000000, 3200.000000000, 3200.000000000, 3200.000000000
1.355354548, 0.000000007, 0.000000011, 0.000000019, 0.000000553, 0.000000689, 0.000000780, 0.000000006, 0.000000010, 0.000000017, 0.000000256, 0.000000370, 0.000000600, 3264.000000000, 3264.000000000, 3264.000000000, 3264.000000000
1.405352354, 0.000000006, 0.000000008, 0.000000034, 0.000000595, 0.000000742, 0.000000814, 0.000000005, 0.000000008, 0.000000033, 0.000000269, 0.000000390, 0.000000662, 3264.000000000, 3264.000000000, 3264.000000000, 3264.000000000
1.455350637, 0.000000006, 0.000000011, 0.000000019, 0.000000517, 0.000000651, 0.000000732, 0.000000006, 0.000000010, 0.000000016, 0.000000246, 0.000000362, 0.000000596, 3264.000000000, 3264.000000000, 3264.000000000, 3264.000000000
1.505348682, 0.000000005, 0.000000008, 0.000000033, 0.000000582, 0.000000734, 0.000000795, 0.000000005, 0.000000007, 0.000000032, 0.000000266, 0.000000398, 0.000000650, 3328.000000000, 3328.000000000, 3328.000000000, 3328.000000000
1.555346727, 0.000000006, 0.000000010, 0.000000020, 0.000000519, 0.000000663, 0.000000738, 0.000000006, 0.000000009, 0.000000017, 0.000000239, 0.000000353, 0.000000598, 3328.000000000, 3328.000000000, 3328.000000000, 3328.000000000
1.680341721, 0.000000002, 0.000000004, 0.000000007, 0.000000347, 0.000000465, 0.000000780, 0.000000002, 0.000000003, 0.000000006, 0.000000203, 0.000000255, 0.000000393, 5120.000000000, 5120.000000000, 5120.000000000, 5120.000000000
1.730339766, 0.000000006, 0.000000022, 0.000000086, 0.000000440, 0.000000518, 0.000000604, 0.000000006, 0.000000019, 0.000000076, 0.000000254, 0.000000340, 0.000000477, 3200.000000000, 3200.000000000, 3200.000000000, 3200.000000000
1.855334759, 0.000000002, 0.000000004, 0.000000006, 0.000000338, 0.000000454, 0.000000767, 0.000000002, 0.000000004, 0.000000006, 0.000000232, 0.000000291, 0.000000431, 4416.000000000, 4416.000000000, 4416.000000000, 4416.000000000
1.905332804, 0.000000004, 0.000000005, 0.000000024, 0.000000513, 0.000000559, 0.000000677, 0.000000003, 0.000000005, 0.000000023, 0.000000303, 0.000000411, 0.000000518, 2240.000000000, 2240.000000000, 2240.000000000, 2240.000000000
1.930331945, 0.000000006, 0.000000032, 0.000000101, 0.000000471, 0.000000548, 0.000000674, 0.000000006, 0.000000027, 0.000000094, 0.000000287, 0.000000349, 0.000000629, 1728.000000000, 1728.000000000, 1728.000000000, 1728.000000000
2.005328894, 0.000000003, 0.000000004, 0.000000007, 0.000000394, 0.000000572, 0.000000833, 0.000000003, 0.000000004, 0.000000007, 0.000000285, 0.000000377, 0.000000525, 3136.000000000, 3136.000000000, 3136.000000000, 3136.000000000
2.055330515, 0.000000005, 0.000000009, 0.000000015, 0.000000444, 0.000000568, 0.000000737, 0.000000005, 0.000000008, 0.000000014, 0.000000284, 0.000000388, 0.000000544, 3136.000000000, 3136.000000000, 3136.000000000, 3136.000000000
2.105328560, 0.000000004, 0.000000006, 0.000000024, 0.000000618, 0.000000733, 0.000000788, 0.000000004, 0.000000005, 0.000000024, 0.000000311, 0.000000467, 0.000000631, 3136.000000000, 3136.000000000, 3136.000000000, 3136.000000000
2.155326605, 0.000000005, 0.000000009, 0.000000018, 0.000000532, 0.000000640, 0.000000758, 0.000000005, 0.000000008, 0.000000016, 0.000000274, 0.000000398, 0.000000611, 3136.000000000, 3136.000000000, 3136.000000000, 3136.000000000
2.255322933, 0.000000002, 0.000000003, 0.000000006, 0.000000328, 0.000000412, 0.000000719, 0.000000002, 0.000000003, 0.000000005, 0.000000222, 0.000000282, 0.000000441, 4480.000000000, 4480.000000000, 4480.000000000, 4480.000000000
2.305320978, 0.000000003, 0.000000004, 0.000000022, 0.000000504, 0.000000553, 0.000000687, 0.000000003, 0.000000004, 0.000000022, 0.000000273, 0.000000396, 0.000000509, 3136.000000000, 3136.000000000, 3136.000000000, 3136.000000000
2.355319023, 0.000000005, 0.000000008, 0.000000015, 0.000000486, 0.000000573, 0.000000687, 0.000000005, 0.000000007, 0.000000014, 0.000000271, 0.000000364, 0.000000560, 3072.000000000, 3072.000000000, 3072.000000000, 3072.000000000
2.480314255, 0.000000002, 0.000000002, 0.000000005, 0.000000309, 0.000000403, 0.000000712, 0.000000002, 0.000000002, 0.000000005, 0.000000220, 0.000000266, 0.000000421, 4352.000000000, 4352.000000000, 4352.000000000, 4352.000000000
2.530312538, 0.000000005, 0.000000015, 0.000000071, 0.000000430, 0.000000519, 0.000000635, 0.000000005, 0.000000014, 0.000000064, 0.000000308, 0.000000412, 0.000000460, 2944.000000000, 2944.000000000, 2944.000000000, 2944.000000000
2.580310583, 0.000000003, 0.000000003, 0.000000006, 0.000000361, 0.000000476, 0.000000729, 0.000000002, 0.000000003, 0.000000006, 0.000000266, 0.000000342, 0.000000477, 3136.000000000, 3136.000000000, 3136.000000000, 3136.000000000
2.630308628, 0.000000006, 0.000000016, 0.000000071, 0.000000503, 0.000000639, 0.000000739, 0.000000005, 0.000000015, 0.000000065, 0.000000301, 0.000000392, 0.000000539, 3136.000000000, 3136.000000000, 3136.000000000, 3136.000000000
2.680306911, 0.000000003, 0.000000003, 0.000000006, 0.000000363, 0.000000465, 0.000000740, 0.000000003, 0.000000003, 0.000000005, 0.000000265, 0.000000332, 0.000000503, 3136.000000000, 3136.000000000, 3136.000000000, 3136.000000000
2.730304956, 0.000000005, 0.000000016, 0.000000068, 0.000000500, 0.000000627, 0.000000763, 0.000000005, 0.000000015, 0.000000062, 0.000000301, 0.000000402, 0.000000559, 3136.000000000, 3136.000000000, 3136.000000000, 3136.000000000
2.780303001, 0.000000003, 0.000000003, 0.000000006, 0.000000367, 0.000000466, 0.000000756, 0.000000002, 0.000000003, 0.000000006, 0.000000267, 0.000000348, 0.000000515, 3136.000000000, 3136.000000000, 3136.000000000, 3136.000000000
2.905298233, 0.000000002, 0.000000002, 0.000000005, 0.000000310, 0.000000400, 0.000000771, 0.000000002, 0.000000002, 0.000000005, 0.000000214, 0.000000261, 0.000000434, 5184.000000000, 5184.000000000, 5184.000000000, 5184.000000000
2.980295420, 0.000000002, 0.000000003, 0.000000004, 0.000000285, 0.000000339, 0.000000612, 0.000000002, 0.000000003, 0.000000004, 0.000000214, 0.000000264, 0.000000420, 3904.000000000, 3904.000000000, 3904.000000000, 3904.000000000
3.030293465, 0.000000005, 0.000000015, 0.000000062, 0.000000468, 0.000000557, 0.000000711, 0.000000005, 0.000000014, 0.000000057, 0.000000278, 0.000000392, 0.000000514, 3136.000000000, 3136.000000000, 3136.000000000, 3136.000000000
3.080291510, 0.000000003, 0.000000003, 0.000000005, 0.000000365, 0.000000455, 0.000000757, 0.000000002, 0.000000003, 0.000000005, 0.000000255, 0.000000347, 0.000000501, 3136.000000000, 3136.000000000, 3136.000000000, 3136.000000000
3.205286741, 0.000000001, 0.000000002, 0.000000004, 0.000000307, 0.000000391, 0.000000787, 0.000000001, 0.000000002, 0.000000004, 0.000000219, 0.000000266, 0.000000444, 4352.000000000, 4352.000000000, 4352.000000000, 4352.000000000
3.255285025, 0.000000004, 0.000000007, 0.000000013, 0.000000383, 0.000000450, 0.000000612, 0.000000004, 0.000000006, 0.000000012, 0.000000276, 0.000000360, 0.000000471, 3072.000000000, 3072.000000000, 3072.000000000, 3072.000000000
3.355281115, 0.000000001, 0.000000002, 0.000000004, 0.000000300, 0.000000374, 0.000000680, 0.000000001, 0.000000002, 0.000000004, 0.000000231, 0.000000269, 0.000000433, 4352.000000000, 4352.000000000, 4352.000000000, 4352.000000000
3.405279160, 0.000000003, 0.000000004, 0.000000017, 0.000000522, 0.000000540, 0.000000706, 0.000000002, 0.000000004, 0.000000017, 0.000000324, 0.000000477, 0.000000499, 3072.000000000, 3072.000000000, 3072.000000000, 3072.000000000
3.505275488, 0.000000001, 0.000000002, 0.000000004, 0.000000305, 0.000000379, 0.000000674, 0.000000001, 0.000000002, 0.000000004, 0.000000226, 0.000000265, 0.000000406, 5184.000000000, 5184.000000000, 5184.000000000, 5184.000000000
3.605271578, 0.000000002, 0.000000002, 0.000000004, 0.000000291, 0.000000366, 0.000000686, 0.000000002, 0.000000002, 0.000000004, 0.000000225, 0.000000265, 0.000000438, 4352.000000000, 4352.000000000, 4352.000000000, 4352.000000000
3.680268764, 0.000000002, 0.000000003, 0.000000004, 0.000000295, 0.000000336, 0.000000666, 0.000000001, 0.000000003, 0.000000004, 0.000000213, 0.000000260, 0.000000422, 4352.000000000, 4352.000000000, 4352.000000000, 4352.000000000
3.755265951, 0.000000004, 0.000000006, 0.000000010, 0.000000403, 0.000000537, 0.000000784, 0.000000004, 0.000000006, 0.000000009, 0.000000274, 0.000000345, 0.000000477, 4416.000000000, 4416.000000000, 4416.000000000, 4416.000000000
3.855262041, 0.000000001, 0.000000002, 0.000000004, 0.000000290, 0.000000360, 0.000000699, 0.000000001, 0.000000002, 0.000000004, 0.000000225, 0.000000262, 0.000000437, 4160.000000000, 4160.000000000, 4160.000000000, 4160.000000000
3.905260324, 0.000000002, 0.000000004, 0.000000016, 0.000000500, 0.000000517, 0.000000699, 0.000000002, 0.000000003, 0.000000016, 0.000000303, 0.000000453, 0.000000504, 2816.000000000, 2816.000000000, 2816.000000000, 2816.000000000
3.955258369, 0.000000004, 0.000000007, 0.000000015, 0.000000521, 0.000000586, 0.000000758, 0.000000004, 0.000000006, 0.000000014, 0.000000344, 0.000000455, 0.000000634, 2752.000000000, 2752.000000000, 2752.000000000, 2752.000000000
4.005256414, 0.000000003, 0.000000004, 0.000000017, 0.000000669, 0.000000756, 0.000000829, 0.000000003, 0.000000004, 0.000000016, 0.000000395, 0.000000562, 0.000000724, 2752.000000000, 2752.000000000, 2752.000000000, 2752.000000000
4.055254459, 0.000000004, 0.000000007, 0.000000018, 0.000000575, 0.000000658, 0.000000887, 0.000000004, 0.000000007, 0.000000017, 0.000000370, 0.000000519, 0.000000732, 2688.000000000, 2688.000000000, 2688.000000000, 2688.000000000
4.105252743, 0.000000003, 0.000000005, 0.000000019, 0.000000704, 0.000000855, 0.000000908, 0.000000003, 0.000000004, 0.000000019, 0.000000368, 0.000000483, 0.000000798, 2752.000000000, 2752.000000000, 2752.000000000, 2752.000000000
4.155250788, 0.000000004, 0.000000007, 0.000000017, 0.000000555, 0.000000638, 0.000000890, 0.000000004, 0.000000006, 0.000000016, 0.000000300, 0.000000365, 0.000000757, 2816.000000000, 2816.000000000, 2816.000000000, 2816.000000000
4.205249071, 0.000000003, 0.000000004, 0.000000018, 0.000000628, 0.000000701, 0.000000891, 0.000000003, 0.000000004, 0.000000018, 0.000000328, 0.000000425, 0.000000779, 2816.000000000, 2816.000000000, 2816.000000000, 2816.000000000
4.255246878, 0.000000004, 0.000000007, 0.000000017, 0.000000541, 0.000000618, 0.000000881, 0.000000004, 0.000000006, 0.000000016, 0.000000302, 0.000000368, 0.000000749, 2880.000000000, 2880.000000000, 2880.000000000, 2880.000000000
4.305245161, 0.000000003, 0.000000005, 0.000000018, 0.000000642, 0.000000720, 0.000000904, 0.000000003, 0.000000004, 0.000000018, 0.000000326, 0.000000427, 0.000000788, 2880.000000000, 2880.000000000, 2880.000000000, 2880.000000000
4.355243206, 0.000000004, 0.000000007, 0.000000017, 0.000000547, 0.000000632, 0.000000893, 0.000000004, 0.000000006, 0.000000015, 0.000000286, 0.000000343, 0.000000765, 2944.000000000, 2944.000000000, 2944.000000000, 2944.000000000
4.405241251, 0.000000003, 0.000000004, 0.000000018, 0.000000626, 0.000000698, 0.000000913, 0.000000003, 0.000000004, 0.000000018, 0.000000311, 0.000000399, 0.000000794, 2944.000000000, 2944.000000000, 2944.000000000, 2944.000000000
4.505237341, 0.000000001, 0.000000002, 0.000000004, 0.000000315, 0.000000381, 0.000000782, 0.000000001, 0.000000002, 0.000000003, 0.000000223, 0.000000269, 0.000000469, 3776.000000000, 3776.000000000, 3776.000000000, 3776.000000000
4.605233669, 0.000000001, 0.000000002, 0.000000004, 0.000000295, 0.000000362, 0.000000714, 0.000000001, 0.000000002, 0.000000004, 0.000000206, 0.000000245, 0.000000416, 3648.000000000, 3648.000000000, 3648.000000000, 3648.000000000
4.705229998, 0.000000002, 0.000000005, 0.000000007, 0.000000382, 0.000000443, 0.000000825, 0.000000002, 0.000000005, 0.000000006, 0.000000270, 0.000000327, 0.000000529, 4224.000000000, 4224.000000000, 4224.000000000, 4224.000000000
4.755228043, 0.000000011, 0.000000035, 0.000000048, 0.000000619, 0.000000695, 0.000000980, 0.000000010, 0.000000029, 0.000000046, 0.000000370, 0.000000437, 0.000000770, 3136.000000000, 3136.000000000, 3136.000000000, 3136.000000000
4.855224133, 0.000000009, 0.000000025, 0.000000046, 0.000000691, 0.000000921, 0.000001219, 0.000000009, 0.000000022, 0.000000044, 0.000000450, 0.000000670, 0.000001023, 2112.000000000, 2112.000000000, 2112.000000000, 2112.000000000
4.955220461, 0.000000010, 0.000000021, 0.000000027, 0.000000621, 0.000000897, 0.000001122, 0.000000010, 0.000000019, 0.000000026, 0.000000509, 0.000000764, 0.000000956, 3264.000000000, 3264.000000000, 3264.000000000, 3264.000000000
5.055212975, 0.000000012, 0.000000019, 0.000000038, 0.000000588, 0.000000893, 0.000001095, 0.000000012, 0.000000018, 0.000000038, 0.000000581, 0.000000885, 0.000001065, 2560.000000000, 2560.000000000, 2560.000000000, 2560.000000000
5.105211258, 0.000000054, 0.000000083, 0.000000281, 0.000000959, 0.000001121, 0.000001520, 0.000000053, 0.000000073, 0.000000237, 0.000000884, 0.000001071, 0.000001351, 2752.000000000, 2752.000000000, 2752.000000000, 2752.000000000
5.155209303, 0.000000031, 0.000000042, 0.000000046, 0.000000898, 0.000001480, 0.000001578, 0.000000028, 0.000000042, 0.000000044, 0.000000753, 0.000001292, 0.000001450, 3072.000000000, 3072.000000000, 3072.000000000, 3072.000000000
5.255205631, 0.000000019, 0.000000025, 0.000000032, 0.000000679, 0.000000949, 0.000001581, 0.000000019, 0.000000024, 0.000000031, 0.000000640, 0.000000896, 0.000001462, 4096.000000000, 4096.000000000, 4096.000000000, 4096.000000000
5.305203676, 0.000000097, 0.000000120, 0.000000521, 0.000001074, 0.000001171, 0.000001900, 0.000000088, 0.000000118, 0.000000456, 0.000001049, 0.000001150, 0.000001824, 4224.000000000, 4224.000000000, 4224.000000000, 4224.000000000
5.355201721, 0.000000023, 0.000000039, 0.000000044, 0.000000902, 0.000001071, 0.000001604, 0.000000023, 0.000000036, 0.000000043, 0.000000816, 0.000001046, 0.000001525, 3712.000000000, 3712.000000000, 3712.000000000, 3712.000000000
5.455198050, 0.000000018, 0.000000023, 0.000000029, 0.000000640, 0.000000726, 0.000001527, 0.000000018, 0.000000022, 0.000000029, 0.000000626, 0.000000717, 0.000001493, 3392.000000000, 3392.000000000, 3392.000000000, 3392.000000000
5.505196095, 0.000000051, 0.000000099, 0.000000583, 0.000000981, 0.000001229, 0.000001830, 0.000000048, 0.000000092, 0.000000476, 0.000000956, 0.000001208, 0.000001729, 3904.000000000, 3904.000000000, 3904.000000000, 3904.000000000
5.605192184, 0.000000016, 0.000000018, 0.000000030, 0.000000633, 0.000000677, 0.000001417, 0.000000016, 0.000000018, 0.000000029, 0.000000620, 0.000000670, 0.000001402, 4800.000000000, 4800.000000000, 4800.000000000, 4800.000000000
5.705188513, 0.000000013, 0.000000014, 0.000000026, 0.000000538, 0.000000624, 0.000001255, 0.000000013, 0.000000014, 0.000000026, 0.000000523, 0.000000613, 0.000001239, 4736.000000000, 4736.000000000, 4736.000000000, 4736.000000000
5.805184603, 0.000000009, 0.000000012, 0.000000031, 0.000000429, 0.000000883, 0.000001031, 0.000000009, 0.000000012, 0.000000031, 0.000000426, 0.000000861, 0.000001012, 5696.000000000, 5696.000000000, 5696.000000000, 5696.000000000
5.905180693, 0.000000006, 0.000000008, 0.000000020, 0.000000141, 0.000000405, 0.000000421, 0.000000006, 0.000000008, 0.000000020, 0.000000141, 0.000000403, 0.000000420, 6592.000000000, 6592.000000000, 6592.000000000, 6592.000000000
6.030176163, 0.000000008, 0.000000010, 0.000000018, 0.000000153, 0.000000182, 0.000000549, 0.000000008, 0.000000010, 0.000000018, 0.000000153, 0.000000182, 0.000000548, 4160.000000000, 4160.000000000, 4160.000000000, 4160.000000000
6.130172253, 0.000000029, 0.000000033, 0.000000126, 0.000000929, 0.000000959, 0.000001737, 0.000000029, 0.000000033, 0.000000125, 0.000000923, 0.000000958, 0.000001725, 4416.000000000, 4416.000000000, 4416.000000000, 4416.000000000
6.230168581, 0.000000051, 0.000000057, 0.000000246, 0.000001082, 0.000002078, 0.000003579, 0.000000051, 0.000000057, 0.000000244, 0.000001065, 0.000002049, 0.000003479, 9344.000000000, 9344.000000000, 9344.000000000, 9344.000000000
6.305165768, 0.000000062, 0.000000073, 0.000000332, 0.000000961, 0.000002259, 0.000003947, 0.000000062, 0.000000072, 0.000000331, 0.000000958, 0.000002256, 0.000003911, 4736.000000000, 4736.000000000, 4736.000000000, 4736.000000000
6.380162716, 0.000000020, 0.000000044, 0.000000090, 0.000000060, 0.000000561, 0.000002179, 0.000000020, 0.000000044, 0.000000090, 0.000000060, 0.000000560, 0.000002174, 5440.000000000, 5440.000000000, 5440.000000000, 5440.000000000
6.480159044, 0.000000039, 0.000000098, 0.000000279, 0.000000610, 0.000001280, 0.000003709, 0.000000039, 0.000000097, 0.000000272, 0.000000606, 0.000001264, 0.000003470, 10112.000000000, 10112.000000000, 10112.000000000, 10112.000000000
6.530157089, 0.000000410, 0.000000743, 0.000001300, 0.000001130, 0.000002390, 0.000005732, 0.000000407, 0.000000691, 0.000001183, 0.000001107, 0.000002384, 0.000005648, 6080.000000000, 6080.000000000, 6080.000000000, 6080.000000000
6.580155373, 0.000000038, 0.000000071, 0.000000135, 0.000000962, 0.000001580, 0.000004336, 0.000000038, 0.000000071, 0.000000135, 0.000000961, 0.000001576, 0.000004283, 5824.000000000, 5824.000000000, 5824.000000000, 5824.000000000
6.705150604, 0.000000029, 0.000000033, 0.000000063, 0.000000779, 0.000001015, 0.000003766, 0.000000029, 0.000000032, 0.000000063, 0.000000773, 0.000001007, 0.000003678, 8512.000000000, 8512.000000000, 8512.000000000, 8512.000000000
6.755148649, 0.000000010, 0.000000021, 0.000000026, 0.000000315, 0.000000426, 0.000001331, 0.000000010, 0.000000021, 0.000000026, 0.000000314, 0.000000416, 0.000001291, 4992.000000000, 4992.000000000, 4992.000000000, 4992.000000000
6.880143881, 0.000000011, 0.000000013, 0.000000026, 0.000000615, 0.000000679, 0.000001388, 0.000000011, 0.000000013, 0.000000026, 0.000000612, 0.000000678, 0.000001372, 5504.000000000, 5504.000000000, 5504.000000000, 5504.000000000
7.005139112, 0.000000005, 0.000000006, 0.000000012, 0.000000196, 0.000000237, 0.000000259, 0.000000005, 0.000000006, 0.000000012, 0.000000195, 0.000000237, 0.000000258, 4800.000000000, 4800.000000000, 4800.000000000, 4800.000000000
7.055137157, 0.000000009, 0.000000015, 0.000000018, 0.000000234, 0.000000319, 0.000000424, 0.000000009, 0.000000015, 0.000000018, 0.000000234, 0.000000315, 0.000000422, 3328.000000000, 3328.000000000, 3328.000000000, 3328.000000000
7.155133247, 0.000000009, 0.000000009, 0.000000020, 0.000000321, 0.000000661, 0.000000838, 0.000000008, 0.000000009, 0.000000020, 0.000000320, 0.000000656, 0.000000832, 5824.000000000, 5824.000000000, 5824.000000000, 5824.000000000
7.255129576, 0.000000009, 0.000000010, 0.000000022, 0.000000301, 0.000000701, 0.000000865, 0.000000009, 0.000000010, 0.000000022, 0.000000301, 0.000000699, 0.000000862, 3328.000000000, 3328.000000000, 3328.000000000, 3328.000000000
7.305127621, 0.000000018, 0.000000023, 0.000000085, 0.000000661, 0.000000917, 0.000001196, 0.000000018, 0.000000023, 0.000000084, 0.000000661, 0.000000916, 0.000001191, 3392.000000000, 3392.000000000, 3392.000000000, 3392.000000000
7.405123949, 0.000000006, 0.000000007, 0.000000018, 0.000000317, 0.000000570, 0.000000773, 0.000000006, 0.000000007, 0.000000018, 0.000000317, 0.000000568, 0.000000771, 5184.000000000, 5184.000000000, 5184.000000000, 5184.000000000
7.455121994, 0.000000011, 0.000000018, 0.000000023, 0.000000477, 0.000000547, 0.000000841, 0.000000011, 0.000000018, 0.000000023, 0.000000474, 0.000000546, 0.000000839, 4672.000000000, 4672.000000000, 4672.000000000, 4672.000000000
7.505120277, 0.000000019, 0.000000019, 0.000000095, 0.000000922, 0.000001069, 0.000001242, 0.000000019, 0.000000019, 0.000000094, 0.000000908, 0.000001065, 0.000001238, 4480.000000000, 4480.000000000, 4480.000000000, 4480.000000000
7.555118322, 0.000000009, 0.000000017, 0.000000032, 0.000000500, 0.000000936, 0.000001097, 0.000000009, 0.000000017, 0.000000032, 0.000000497, 0.000000932, 0.000001093, 5056.000000000, 5056.000000000, 5056.000000000, 5056.000000000
7.680113554, 0.000000005, 0.000000007, 0.000000020, 0.000000390, 0.000000584, 0.000000814, 0.000000005, 0.000000007, 0.000000020, 0.000000389, 0.000000583, 0.000000810, 8000.000000000, 8000.000000000, 8000.000000000, 8000.000000000
7.730111599, 0.000000022, 0.000000029, 0.000000080, 0.000000672, 0.000000980, 0.000001201, 0.000000022, 0.000000028, 0.000000080, 0.000000659, 0.000000962, 0.000001187, 4608.000000000, 4608.000000000, 4608.000000000, 4608.000000000
7.780109644, 0.000000016, 0.000000024, 0.000000038, 0.000000861, 0.000001148, 0.000001582, 0.000000016, 0.000000024, 0.000000038, 0.000000858, 0.000001137, 0.000001579, 4352.000000000, 4352.000000000, 4352.000000000, 4352.000000000
7.830107689, 0.000000026, 0.000000039, 0.000000075, 0.000001025, 0.000001553, 0.000001800, 0.000000026, 0.000000038, 0.000000075, 0.000001016, 0.000001545, 0.000001790, 4032.000000000, 4032.000000000, 4032.000000000, 4032.000000000
7.955103159, 0.000000008, 0.000000009, 0.000000024, 0.000000551, 0.000000885, 0.000001138, 0.000000008, 0.000000009, 0.000000024, 0.000000549, 0.000000881, 0.000001116, 10560.000000000, 10560.000000000, 10560.000000000, 10560.000000000
8.055099249, 0.000000011, 0.000000014, 0.000000026, 0.000000603, 0.000000753, 0.000001213, 0.000000011, 0.000000014, 0.000000026, 0.000000601, 0.000000751, 0.000001195, 11840.000000000, 11840.000000000, 11840.000000000, 11840.000000000
8.105097294, 0.000000034, 0.000000043, 0.000000155, 0.000001039, 0.000001507, 0.000001918, 0.000000034, 0.000000043, 0.000000154, 0.000001036, 0.000001494, 0.000001877, 5376.000000000, 5376.000000000, 5376.000000000, 5376.000000000
8.155095339, 0.000000019, 0.000000027, 0.000000042, 0.000000827, 0.000001242, 0.000001516, 0.000000019, 0.000000027, 0.000000042, 0.000000818, 0.000001241, 0.000001488, 4672.000000000, 4672.000000000, 4672.000000000, 4672.000000000
